id;description;information;brand;code_1;code_2;category;id_integration;code_integration;NCM;CEST;sale_unit;sale_unit_description;multiple_of_sale;physical_stock;available_stock;localization;promotion_date_initial;promotion_date_final;promotion_day;promotion_price;has_image;
8531;PARAF SEXT AÇO (8.8) 24X120 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8532;PARAF SEXT AÇO (8.8) 24X130 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8533;PARAF SEXT AÇO (8.8) 24X140 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8534;PARAF SEXT AÇO (8.8) 24X150 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8535;PARAF SEXT AÇO (8.8) 24X160 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8536;PARAF SEXT AÇO (8.8) 24X170 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8537;PARAF SEXT AÇO (8.8) 24X180 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8538;PARAF SEXT AÇO (8.8) 24X190 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8539;PARAF SEXT AÇO (8.8) 24X200 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8540;PARAF SEXT AÇO (8.8) 24X210 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8541;PARAF SEXT AÇO (8.8) 24X220 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8542;PARAF SEXT AÇO (8.8) 24X230 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8543;PARAF SEXT AÇO (8.8) 24X250 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8544;PARAF SEXT AÇO (8.8) 24X60 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8545;PARAF SEXT AÇO (8.8) 24X70 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8546;PARAF SEXT AÇO (8.8) 24X75 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8547;PARAF SEXT AÇO (8.8) 24X80 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8548;PARAF SEXT AÇO (8.8) 24X90 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 36;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8549;PARAF SEXT AÇO (8.8) 27X100 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8550;PARAF SEXT AÇO (8.8) 27X110 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8551;PARAF SEXT AÇO (8.8) 27X120 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8552;PARAF SEXT AÇO (8.8) 27X130 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8553;PARAF SEXT AÇO (8.8) 27X140 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8554;PARAF SEXT AÇO (8.8) 27X150 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8555;PARAF SEXT AÇO (8.8) 27X160 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8556;PARAF SEXT AÇO (8.8) 27X170 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8557;PARAF SEXT AÇO (8.8) 27X180 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8558;PARAF SEXT AÇO (8.8) 27X190 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8559;PARAF SEXT AÇO (8.8) 27X200 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8560;PARAF SEXT AÇO (8.8) 27X210 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8561;PARAF SEXT AÇO (8.8) 27X220 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8562;PARAF SEXT AÇO (8.8) 27X230 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8563;PARAF SEXT AÇO (8.8) 27X240 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8564;PARAF SEXT AÇO (8.8) 27X250 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8565;PARAF SEXT AÇO (8.8) 27X70 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8566;PARAF SEXT AÇO (8.8) 27X75 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8567;PARAF SEXT AÇO (8.8) 27X80 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8568;PARAF SEXT AÇO (8.8) 27X90 MA ZINCADO BRANCO (RP);PASSO 3,00MM / CHAVE 41;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8569;PARAF SEXT AÇO (8.8) 30X100 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8570;PARAF SEXT AÇO (8.8) 30X110 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8571;PARAF SEXT AÇO (8.8) 30X120 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8572;PARAF SEXT AÇO (8.8) 30X130 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8573;PARAF SEXT AÇO (8.8) 30X140 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8574;PARAF SEXT AÇO (8.8) 30X150 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8575;PARAF SEXT AÇO (8.8) 30X160 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8576;PARAF SEXT AÇO (8.8) 30X170 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8577;PARAF SEXT AÇO (8.8) 30X180 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8578;PARAF SEXT AÇO (8.8) 30X190 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8579;PARAF SEXT AÇO (8.8) 30X200 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8580;PARAF SEXT AÇO (8.8) 30X210 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8581;PARAF SEXT AÇO (8.8) 30X220 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8582;PARAF SEXT AÇO (8.8) 30X230 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8583;PARAF SEXT AÇO (8.8) 30X240 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8584;PARAF SEXT AÇO (8.8) 30X250 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8585;PARAF SEXT AÇO (8.8) 30X90 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 46;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8586;PARAF SEXT AÇO (8.8) 33X100 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8587;PARAF SEXT AÇO (8.8) 33X110 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8588;PARAF SEXT AÇO (8.8) 33X120 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8589;PARAF SEXT AÇO (8.8) 33X130 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8590;PARAF SEXT AÇO (8.8) 33X140 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8591;PARAF SEXT AÇO (8.8) 33X150 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8592;PARAF SEXT AÇO (8.8) 33X160 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8593;PARAF SEXT AÇO (8.8) 33X170 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8594;PARAF SEXT AÇO (8.8) 33X180 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8595;PARAF SEXT AÇO (8.8) 33X190 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8596;PARAF SEXT AÇO (8.8) 33X200 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8597;PARAF SEXT AÇO (8.8) 33X210 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8598;PARAF SEXT AÇO (8.8) 33X220 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8599;PARAF SEXT AÇO (8.8) 33X230 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8600;PARAF SEXT AÇO (8.8) 33X240 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8601;PARAF SEXT AÇO (8.8) 33X250 MA ZINCADO BRANCO (RP);PASSO 3,50MM / CHAVE 50;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8602;PARAF SEXT AÇO (8.8) 36X110 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8603;PARAF SEXT AÇO (8.8) 36X120 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8604;PARAF SEXT AÇO (8.8) 36X130 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8605;PARAF SEXT AÇO (8.8) 36X140 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8606;PARAF SEXT AÇO (8.8) 36X150 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8607;PARAF SEXT AÇO (8.8) 36X160 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8608;PARAF SEXT AÇO (8.8) 36X170 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8609;PARAF SEXT AÇO (8.8) 36X180 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8610;PARAF SEXT AÇO (8.8) 36X190 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8611;PARAF SEXT AÇO (8.8) 36X200 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8612;PARAF SEXT AÇO (8.8) 36X210 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8613;PARAF SEXT AÇO (8.8) 36X220 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8614;PARAF SEXT AÇO (8.8) 36X230 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8615;PARAF SEXT AÇO (8.8) 36X240 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8616;PARAF SEXT AÇO (8.8) 36X250 MA ZINCADO BRANCO (RP);PASSO 4,00MM / CHAVE 55;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8617;PARAF SEXT AÇO (8.8) 5X70 MA ZINCADO BRANCO (RP);;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8618;PARAF SEXT AÇO (8.8) 6X100 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8619;PARAF SEXT AÇO (8.8) 6X110 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8620;PARAF SEXT AÇO (8.8) 6X120 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8621;PARAF SEXT AÇO (8.8) 6X30 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8622;PARAF SEXT AÇO (8.8) 6X35 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8623;PARAF SEXT AÇO (8.8) 6X40 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8624;PARAF SEXT AÇO (8.8) 6X45 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8625;PARAF SEXT AÇO (8.8) 6X50 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8626;PARAF SEXT AÇO (8.8) 6X55 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8627;PARAF SEXT AÇO (8.8) 6X60 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8628;PARAF SEXT AÇO (8.8) 6X65 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8629;PARAF SEXT AÇO (8.8) 6X70 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8630;PARAF SEXT AÇO (8.8) 6X80 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8631;PARAF SEXT AÇO (8.8) 6X90 MA ZINCADO BRANCO (RP);PASSO 1,00MM / CHAVE 10;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8632;PARAF SEXT AÇO (8.8) 7X100 MA ZINCADO BRANCO (RP);;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8633;PARAF SEXT AÇO (8.8) 7X60 MA ZINCADO BRANCO (RP);;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8634;PARAF SEXT AÇO (8.8) 7X80 MA ZINCADO BRANCO (RP);;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8635;PARAF SEXT AÇO (8.8) 7X90 MA ZINCADO BRANCO (RP);;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8636;PARAF SEXT AÇO (8.8) 8X110 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8637;PARAF SEXT AÇO (8.8) 8X130 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8638;PARAF SEXT AÇO (8.8) 8X140 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8639;PARAF SEXT AÇO (8.8) 8X150 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8640;PARAF SEXT AÇO (8.8) 8X160 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8641;PARAF SEXT AÇO (8.8) 8X170 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8642;PARAF SEXT AÇO (8.8) 8X180 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0,07;0,07;;;;-------;0;0;
8643;PARAF SEXT AÇO (8.8) 8X35 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8644;PARAF SEXT AÇO (8.8) 8X45 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8645;PARAF SEXT AÇO (8.8) 8X65 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8646;PARAF SEXT AÇO (8.8) 8X75 MA ZINCADO BRANCO (RP);PASSO 1,25MM / CHAVE 13;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8647;PARAF SEXT AÇO (8.8) 10X100 MA ZINCADO AMARELO (RP);PASSO 1,50MM / CHAVE 17;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8648;PARAF SEXT AÇO (8.8) 12X50 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8649;PARAF SEXT AÇO (8.8) 12X55 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8650;PARAF SEXT AÇO (8.8) 12X60 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8651;PARAF SEXT AÇO (8.8) 12X65 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8652;PARAF SEXT AÇO (8.8) 12X70 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8653;PARAF SEXT AÇO (8.8) 12X75 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8654;PARAF SEXT AÇO (8.8) 12X80 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8655;PARAF SEXT AÇO (8.8) 12X90 MA ZINCADO AMARELO (RP);PASSO 1,75MM / CHAVE 19;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8656;PARAF SEXT AÇO (8.8) 14X100 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;1;1;;;;;0;0;
8657;PARAF SEXT AÇO (8.8) 14X110 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8658;PARAF SEXT AÇO (8.8) 14X120 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8659;PARAF SEXT AÇO (8.8) 14X130 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;C1: A-49;;;-------;0;0;
8660;PARAF SEXT AÇO (8.8) 14X140 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8661;PARAF SEXT AÇO (8.8) 14X150 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8662;PARAF SEXT AÇO (8.8) 14X160 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
8663;PARAF SEXT AÇO (8.8) 14X180 MA ZINCADO AMARELO (RP);PASSO 2,00MM / CHAVE 22;;;;000288;;1005800;73181500;1005800;CT;CENTO;0,01;0;0;;;;;0;0;
